pickup_location,drop_location,trips,revenue
"Pari Chowk","Preet Vihar",3,3220.5
Pitampura,"Cyber Hub",3,1975.05
"Sector 29 Gurugram",INA,3,2225.75
"Noida Sector 16","Hauz Khas",3,999
"Noida Sector 18","Sohna Road",3,1203
"Sector 29 Gurugram","Karol Bagh",3,2358
"Malviya Nagar","Anand Vihar ISBT",3,996
"Pragati Maidan","Botanical Garden",3,1117
"Sector 14 Gurugram","IGI Airport T1",3,1580.25
"Jama Masjid","Civil Lines",3,1238
"IFFCO Chowk","Karol Bagh",3,714
"Gamma 1",Vasundhara,3,1197.7
"Film City Noida","Cyber City",3,655.5
"Old Delhi Railway Station",Daryaganj,3,1294.25
Ecotech,"DLF Phase 2",3,1113
"Noida Sector 18","MG Road",3,1094
"Anand Vihar ISBT",Kalkaji,3,880
"Udyog Vihar","Yamuna Bank",3,1359
Janakpuri,"Ambience Mall",3,1097.5
"Noida Sector 18",Vasundhara,3,1226.5
Rohini,Kaushambi,3,1614
"IFFCO Chowk",Janakpuri,3,588.75
Rohini,"Noida Sector 15",3,926.6
"Cyber City","Karol Bagh",3,1505
"Airport T3",Surajpur,3,1441
"Alpha 1","Sector 29 Gurugram",3,2029.7
"MG Road","Chandni Chowk",3,1390.5
"Chandni Chowk","Rajouri Garden",3,1426.5
"Delta 1","Sector 45 Gurugram",3,793.5
"Sector 29 Gurugram","Udyog Vihar",3,1970.5
Akshardham,"DLF Phase 3",3,2118.95
"Dilshad Garden","Huda City Centre",3,1962.7
"Noida Sector 15",Vasundhara,3,1422.7
"DLF Phase 3","Yamuna Bank",3,172
"Mandi House","Huda City Centre",3,2149.75
Shahdara,"Civil Lines",3,1104.7
"Ghaziabad Railway Station","Noida City Centre",3,2129
"Green Park","Botanical Garden",3,1389.9
"Noida Sector 137","Logix Mall",3,1903.3
Kaushambi,"Noida Sector 137",3,1303.05
ITO,Sahibabad,3,1119.75
"Yamuna Bank","Crossings Republik",3,1608.15
"Sohna Road",Surajpur,3,1887.7
Shahdara,"Ambience Mall",3,1582.6
"Anand Vihar ISBT","Nehru Place",3,1821.5
"South Extension","Sarojini Nagar",3,1055.6
"Huda City Centre","Knowledge Park",3,2047.25
Loni,Kalkaji,3,1614
"Anand Vihar Railway Station",Akshardham,3,1478.5
"Sohna Road",Shahdara,3,842.85
"Lajpat Nagar","Sarojini Nagar",3,954.9
"Alpha 1",AIIMS,3,1383.3
"Malviya Nagar","DLF Phase 2",3,966.75
"Pragati Maidan",Indirapuram,3,1861.6
"Sector 56 Gurugram",Dwarka,3,1140
"Sarojini Nagar","Defence Colony",3,2187
"Noida City Centre",INA,3,1110.6
"Logix Mall",ITO,3,1723.25
"Karol Bagh","Nehru Place",3,1235.8
"Film City Noida","Sector 45 Gurugram",3,1214.9
"Sector 45 Gurugram","Mayur Vihar",3,1466
ITO,"Anand Vihar ISBT",3,1505
"Delta 1","DLF Mall of India",3,2008.75
"Red Fort","Mandi House",3,1610.25
"Anand Vihar Railway Station",Dwarka,3,1373.9
"Ambience Mall",Seelampur,3,1064.5
Mahipalpur,"Preet Vihar",3,1279.5
"Malviya Nagar","Sector 29 Gurugram",3,1182.75
Saket,"Jama Masjid",3,1716
Mahipalpur,"Noida Sector 18",3,1806
Daryaganj,"Botanical Garden",3,773.9
Vasundhara,"Anand Vihar Railway Station",3,784.1
"Sarojini Nagar","RK Puram",3,1401
Surajpur,"Laxmi Nagar",3,964.5
"IFFCO Chowk",ITO,3,2020.5
"Noida Sector 18","Noida Sector 63",3,955.6
Pitampura,"Sector 45 Gurugram",3,1359.2
"DLF Phase 2","Sector 29 Gurugram",3,979.9
"Golf Course Road","Cyber City",3,2184.5
Vaishali,"Beta 1",3,1059
"Malviya Nagar","Sohna Road",3,982.9
Aerocity,"New Delhi Railway Station",3,1806.5
"Nehru Place","Vasant Kunj",3,1903.5
Pitampura,AIIMS,3,2299.5
AIIMS,"Cyber City",3,1097.5
"DLF Phase 2","DLF Phase 3",3,2449.95
"Sector 56 Gurugram","Mohan Nagar",3,1642
"Karol Bagh",Kalkaji,3,1682.75
"Yamuna Bank","Cyber Hub",3,1341.3
"Ghaziabad Railway Station",Aerocity,3,1042.6
"Sector 56 Gurugram",Mahipalpur,3,2393.45
"Raj Nagar Extension","Anand Vihar ISBT",3,1294.8
"Knowledge Park",Manesar,3,2252
"Raj Nagar Extension",Akshardham,3,1706.5
"Noida Sector 15","DLF Phase 2",3,806.3
"Sector 56 Gurugram","Defence Colony",3,1138.5
Vasundhara,"Botanical Garden",3,1352
"Huda City Centre","Old Delhi Railway Station",3,856.2
Indirapuram,"Huda City Centre",3,969.3
"Green Park","Sector 14 Gurugram",3,1222.5
"Red Fort","Golf Course Road",3,1273.5
"Anand Vihar Railway Station",Rohini,3,1004.5
"Mohan Nagar","Dilshad Garden",3,2296
"Red Fort","Model Town",3,841.8
"DLF Phase 1","Hauz Khas",3,1747.5
Seelampur,"Beta 1",3,1576.35
"Hauz Khas","DLF Phase 3",3,897.6
"Sohna Road","Old Delhi Railway Station",3,801.6
Aerocity,"Green Park",3,1776.25
"Cyber Hub","Crossings Republik",3,524.25
"Dilshad Garden","IGI Airport T1",3,2042.5
"Lajpat Nagar",Bisrakh,3,1983.5
"Sector 29 Gurugram","Old Delhi Railway Station",3,1276
"Sector 14 Gurugram","New Delhi Railway Station",3,1308.1
"Karol Bagh",Bisrakh,3,1389.75
"Defence Colony","Civil Lines",3,2102.2
"Green Park",Manesar,3,511.5
Bisrakh,"Rajouri Garden",3,869
"DLF Phase 3","Red Fort",3,1162.25
"Noida Sector 16","Noida Sector 76",3,752.45
"Mohan Nagar",Rohini,3,967.9
"Model Town",Saket,3,1326
"Cyber Hub","Noida Sector 137",3,1561.8
"Connaught Place","Anand Vihar ISBT",3,2031.3
"Civil Lines",Loni,3,2210.25
"Raj Nagar Extension","Sohna Road",3,2782
"Civil Lines","Botanical Garden",3,1292.2
INA,"Noida Sector 63",3,1965.25
"Model Town","Ambience Mall",3,1259
Aerocity,"Noida Sector 63",3,1495.5
"Alpha 1","Sector 56 Gurugram",3,1078.25
"Anand Vihar ISBT","Logix Mall",3,2403.9
Rohini,Vasundhara,3,1467
Bisrakh,Mahipalpur,3,1661.5
"Connaught Place",Saket,3,919
"Red Fort","Hauz Khas",3,2479.5
Aerocity,"Sector 29 Gurugram",3,1863.45
Janakpuri,"IFFCO Chowk",3,1469
"Chandni Chowk","Malviya Nagar",3,2290.9
"Noida Sector 18",Shahdara,3,1335.75
Aerocity,"Pragati Maidan",3,1915
"Botanical Garden",Vaishali,3,1147
Vasundhara,"Pragati Maidan",3,1296.25
"RK Puram",Manesar,3,2207.5
"Green Park","Pragati Maidan",3,1538.25
"Green Park",Rohini,3,1075
"Pragati Maidan","MG Road",3,1726
"Crossings Republik","Sector 56 Gurugram",3,907.1999999999999
"Mandi House","Sector 29 Gurugram",3,1260
"Sector 45 Gurugram","Rajouri Garden",3,2314.8
"Sector 56 Gurugram","Lajpat Nagar",3,1838.5
"Sohna Road","Noida Sector 78",3,2367.5
"Old Delhi Railway Station",Ecotech,3,821
Shahdara,"Delta 1",3,1319.5
"Noida Sector 137","MG Road",3,1778.1
"Dilshad Garden","Anand Vihar Railway Station",3,2295.75
"Sector 29 Gurugram",Loni,3,1353.75
Kaushambi,Manesar,3,2076
"Hauz Khas",Loni,3,1417.5
Bisrakh,"Sector 56 Gurugram",3,1125
"Pari Chowk","New Delhi Railway Station",3,2563.5
"Noida Sector 78","Lajpat Nagar",3,1427
"Noida Sector 63","Karol Bagh",3,1196
"Dilshad Garden",Dwarka,3,2545
"Civil Lines","Sohna Road",3,1411.5
"Anand Vihar ISBT","Delta 1",3,2254
"Rajouri Garden","Karol Bagh",3,1354.25
"Model Town","Defence Colony",3,1740.4
"Malviya Nagar","Logix Mall",3,2343.25
Kalkaji,ITO,3,2309.5
"Anand Vihar ISBT",Loni,3,771.1500000000001
Kalkaji,"Greater Noida West",3,746.2
"Golf Course Road","Connaught Place",3,1950
"Dilshad Garden","Logix Mall",3,877.1
"Lajpat Nagar",Surajpur,3,1309
Akshardham,Rohini,3,1347.5
"Lajpat Nagar","Red Fort",3,1315.5
"Gamma 1","New Delhi Railway Station",3,945
ITO,Pitampura,3,2716
"Raj Nagar Extension","Mayur Vihar",3,846.4
"Sector 14 Gurugram","Noida Sector 76",3,1043.85
"DLF Phase 2","Noida Sector 18",3,724.4
"Sohna Road","Film City Noida",3,1581.6
Kalkaji,"Malviya Nagar",3,1526.25
"Lajpat Nagar","Connaught Place",3,1568.25
Saket,"Botanical Garden",3,1533.6
"Mandi House",Vaishali,3,1189.75
"Delta 1","DLF Phase 3",3,2014.4
"Mohan Nagar",Daryaganj,3,3277.5
"Noida Sector 76","Anand Vihar ISBT",3,2000.5
"Hauz Khas","Karol Bagh",3,1972.25
"RK Puram",Kaushambi,3,1818.75
Dwarka,Sahibabad,3,1512.9
"Red Fort",Saket,3,754.2
"Mandi House","Golf Course Road",3,669.9
Rohini,INA,3,702.5
"Crossings Republik","Lajpat Nagar",3,1274
"Noida Sector 15","Green Park",3,1270
"Noida Sector 16","Alpha 1",3,1569.75
"Noida Sector 18",Ecotech,3,1080.8
"Noida Sector 37",Vasundhara,3,1877.9
"Botanical Garden",Ecotech,3,2320.6
"IGI Airport T1",Aerocity,3,1160.5
Akshardham,"Noida Sector 63",3,1147.5
Vaishali,"MG Road",3,1578.6
"Noida Sector 62",Sahibabad,3,1303.8
"Beta 1","Botanical Garden",3,1262.2
"RK Puram","Sector 45 Gurugram",3,1704
"Noida Sector 62",Saket,3,1573.7
Kalkaji,"Beta 1",3,1384
"South Extension","Crossings Republik",3,1094.25
"Udyog Vihar","DLF Phase 4",3,599
"Noida Sector 16","Cyber Hub",3,2509.75
Daryaganj,"Beta 1",3,1671
Kalkaji,"DLF Phase 1",3,535.2
"Noida Sector 15",Surajpur,3,602
Sahibabad,"Lajpat Nagar",3,948
Kalkaji,"MG Road",3,1623
"Vasant Kunj","Noida Sector 76",3,1776.5
"Malviya Nagar",Mahipalpur,3,712.65
Rohini,"Sector 14 Gurugram",3,1736.5
"Sector 14 Gurugram","Preet Vihar",3,1253.5
Kaushambi,"Noida City Centre",3,701
ITO,"Udyog Vihar",3,1554.65
Kaushambi,AIIMS,3,1278
"Knowledge Park","Anand Vihar ISBT",3,2505.25
"Greater Noida West","Yamuna Bank",3,744.2
"Connaught Place","Raj Nagar Extension",3,717
"Mohan Nagar","Sohna Road",3,1363.4
"Pari Chowk",Bisrakh,3,1129.1
"Rajouri Garden","Sector 56 Gurugram",3,1443.75
"Sohna Road","Mohan Nagar",3,782.5
"Ghaziabad Railway Station","Green Park",3,1362.25
Dwarka,"Greater Noida West",3,4877.25
"Sarojini Nagar","Gamma 1",3,1722.8
Manesar,"DLF Phase 1",3,1557.2
Kalkaji,"Noida Sector 76",3,1476.75
Mahipalpur,"Malviya Nagar",3,1442.8
Aerocity,"Vasant Kunj",3,804.6
"Karol Bagh","Connaught Place",3,1741
Seelampur,Aerocity,3,1975.6
"Hauz Khas","DLF Phase 4",3,1102.6
"Noida Sector 18","Sector 14 Gurugram",3,1308.75
INA,Shahdara,3,2418.5
"Hauz Khas","Chandni Chowk",3,1733
"Alpha 1","Botanical Garden",3,1082.8
"Pragati Maidan",ITO,3,1269.5
"Mayur Vihar",Loni,3,870
"Civil Lines",AIIMS,3,1656.5
"Civil Lines","Logix Mall",3,910
Vasundhara,"Knowledge Park",3,1329.5
"Logix Mall","Wave City Center",3,1567
"Sohna Road","New Delhi Railway Station",3,621.75
"Civil Lines","MG Road",3,498.3
"Film City Noida","Sector 29 Gurugram",3,825.0999999999999
"IFFCO Chowk","Chandni Chowk",3,1710.5
Saket,"Malviya Nagar",3,2417.5
"Cyber City","Kashmere Gate",3,1358.3
"Laxmi Nagar","Preet Vihar",3,679
"Greater Kailash",Surajpur,3,1737.5
Surajpur,"Pari Chowk",3,2111.15
"Noida Sector 76","Noida Sector 78",3,935.7
"DLF Mall of India","Red Fort",3,1497
"Hauz Khas",Saket,3,1478.8
"Rajouri Garden","Mayur Vihar",3,513.5
"Alpha 1",Kalkaji,3,1239.6
AIIMS,"Noida City Centre",3,2158
"Pragati Maidan","Malviya Nagar",3,2029.9
"Malviya Nagar","Alpha 1",3,950.35
"DLF Phase 1","Gamma 1",3,1240.5
"Rajouri Garden","Noida Sector 78",3,1905.9
"Cyber City","Film City Noida",3,1804.9
"Crossings Republik","Ghaziabad Railway Station",3,1320.5
ITO,"Model Town",3,958.2
"Sector 56 Gurugram","Mandi House",3,1891.8000000000002
Surajpur,"DLF Phase 4",3,2004
"Lajpat Nagar","Gamma 1",3,743.1
"Noida Sector 18",Daryaganj,3,1656.2
"New Delhi Railway Station","Vasant Kunj",3,1513
"Delta 1","Connaught Place",3,1540.2
Janakpuri,Vaishali,3,1819.2
"Noida Sector 78","Noida Sector 62",3,1745
"Golf Course Road","Sector 14 Gurugram",3,1095.1
"Ambience Mall",Bisrakh,3,1054.5
"Mayur Vihar","Noida Sector 37",3,1391
"New Delhi Railway Station",Bisrakh,3,2079.25
Pitampura,"Sector 14 Gurugram",3,1192.5
"Kashmere Gate","Lajpat Nagar",3,991
Janakpuri,"RK Puram",3,1674.1
Daryaganj,"Noida Sector 16",3,1793.5
"Laxmi Nagar","Noida Sector 62",3,965.5
"Noida Sector 15","Pari Chowk",3,1017.5
"Noida Sector 37","New Delhi Railway Station",3,1093
"IFFCO Chowk","Vasant Kunj",3,1667.8
"Delta 1","Noida Sector 18",3,1224
"New Delhi Railway Station","Cyber Hub",3,1358.9
"IGI Airport T1","Crossings Republik",3,2238.25
"Greater Kailash","Anand Vihar ISBT",3,1611.4
"Ghaziabad Railway Station","Noida Sector 16",3,1281.5
Akshardham,Kalkaji,3,1271.6
"Noida Sector 63",Rohini,3,946
"Jama Masjid","Film City Noida",3,1172.5
"Cyber City","Delta 1",3,1802.25
Akshardham,"DLF Phase 2",3,1401.5
"Dilshad Garden","Noida Sector 16",3,1689.7
"Noida Sector 63","Cyber Hub",3,1819.5
"Noida Sector 63","Mohan Nagar",3,1240.2
"Cyber Hub","Huda City Centre",3,1447.25
"Cyber Hub","Airport T3",3,1522.65
"Sector 45 Gurugram","DLF Phase 1",3,1173.5
"Sohna Road","Pari Chowk",3,1606
"Dilshad Garden",Shahdara,3,1628.6
"Noida Sector 18","Rajouri Garden",3,1171.75
INA,"Ambience Mall",3,1615
Kalkaji,"Hauz Khas",3,1585
"Greater Kailash","Green Park",3,1041.7
Sahibabad,"Logix Mall",3,371.1
Janakpuri,"Botanical Garden",3,1762.75
"South Extension",Mahipalpur,3,1205.25
"Sector 14 Gurugram","Noida Sector 18",3,1965
"Logix Mall",INA,3,942.5
"Anand Vihar Railway Station","Noida Sector 15",3,950.75
Pitampura,"Sector 29 Gurugram",3,-534.4
"Alpha 1",Shahdara,3,1812
"Mandi House","DLF Phase 4",3,1166.5
"Yamuna Bank","Kashmere Gate",3,1146.5
Aerocity,"Old Delhi Railway Station",3,1540.5
"Beta 1","Mohan Nagar",3,2556.75
Saket,"Pragati Maidan",3,1970.9
Vasundhara,"Pari Chowk",3,1924.2
"Mandi House","Gamma 1",3,2015
"Rajouri Garden","Old Delhi Railway Station",3,1916.5
Rohini,"Connaught Place",3,2014.9
Vasundhara,"Hauz Khas",3,1827.2
Rohini,AIIMS,3,1114.5
"Civil Lines",Akshardham,3,2047.6
Daryaganj,"Noida Sector 62",3,1861
Indirapuram,"Greater Kailash",3,3731.5
"Sector 45 Gurugram",Mahipalpur,3,1834.25
"Model Town","Hauz Khas",3,1437.6
Vasundhara,"Defence Colony",3,1829.5
"Noida Sector 16",Kaushambi,3,1341
"Red Fort","DLF Phase 2",3,1579.5
Daryaganj,"Film City Noida",3,852.5
Kaushambi,"Wave City Center",3,1605.6
"Lajpat Nagar","Model Town",3,2079.5
"Nehru Place","Laxmi Nagar",3,1221.5
"Karol Bagh",Loni,3,1790.4
"Mandi House","Crossings Republik",3,1570.1999999999998
Bisrakh,"Crossings Republik",3,1397.75
"Noida Sector 15","Vasant Kunj",3,1129.25
"Rajouri Garden","Green Park",3,998
Vaishali,"Lajpat Nagar",3,1845
"Malviya Nagar","Wave City Center",3,2377.25
"Nehru Place","Kashmere Gate",3,980.4
Bisrakh,"Malviya Nagar",3,1651
"Green Park","RK Puram",3,1877.5
"Noida Sector 78",Vasundhara,3,1619.4
"Cyber City",Daryaganj,3,1474.65
"Airport T3",Mahipalpur,3,967.9
"Noida Sector 18","Film City Noida",3,1752
"Sector 45 Gurugram","Vasant Kunj",3,602.5
"Noida Sector 18","Ambience Mall",3,1822
"Preet Vihar","Model Town",3,1405.5
"Noida Sector 78","Golf Course Road",3,1502
Sahibabad,Bisrakh,3,1009
"Noida City Centre",Loni,3,1468.95
Seelampur,"Anand Vihar ISBT",3,1569.75
"Mohan Nagar","Noida Sector 137",3,1978
"Wave City Center","Lajpat Nagar",3,3454.25
Kaushambi,"Hauz Khas",3,2124.5
"Model Town",Rohini,3,1140
"Airport T3",Loni,3,834.7
"IFFCO Chowk",Pitampura,3,648.8
"Mohan Nagar","Botanical Garden",3,3619.5
"Rajouri Garden","Sohna Road",3,1818
"Mandi House","RK Puram",3,1735.5
Manesar,"Noida Sector 137",3,611
"Vasant Kunj","Noida Sector 18",3,1132.5
"Hauz Khas","Greater Kailash",3,688.2
"Delta 1","Airport T3",3,1355
"Knowledge Park","DLF Phase 1",3,1668.5
"DLF Phase 4","Old Delhi Railway Station",3,915.1
"Beta 1","Green Park",3,1657
"Sarojini Nagar","Lajpat Nagar",3,2222.5
"Pari Chowk","South Extension",3,2284
Ecotech,"Mandi House",3,795.5
"Wave City Center","Sarojini Nagar",3,636.8
"Cyber City","Greater Noida West",3,736
"Lajpat Nagar","Sector 29 Gurugram",3,1023.1
"Greater Noida West","Alpha 1",3,1463.25
"Sector 56 Gurugram","Anand Vihar ISBT",3,660
Surajpur,"Vasant Kunj",3,956.8
"IGI Airport T1",Daryaganj,3,635.75
"DLF Phase 1","South Extension",3,1884.5
INA,"Noida Sector 37",3,1592.4
Bisrakh,"Sector 29 Gurugram",3,1574
"DLF Phase 3","Hauz Khas",3,1707.75
Daryaganj,"Greater Noida West",3,1858.3
Daryaganj,"Laxmi Nagar",3,956
INA,"Pragati Maidan",3,1431.9
"Logix Mall",Seelampur,3,1225
"Greater Kailash","Rajouri Garden",3,2740.2
"Knowledge Park","Mandi House",3,713.3
"Civil Lines",Rohini,3,634.25
"Mandi House","Delta 1",3,1144.3
"Sector 29 Gurugram","Logix Mall",3,2135
"Greater Noida West","Sohna Road",3,1262
Shahdara,"Mohan Nagar",3,1304.2
"DLF Mall of India","Noida Sector 62",3,2191.75
"Model Town","Anand Vihar ISBT",3,1296.5
Seelampur,"Film City Noida",3,1476
"Noida Sector 62","Sector 56 Gurugram",3,2769.8
Pitampura,"South Extension",3,2294.9
"Sector 29 Gurugram","Lajpat Nagar",3,1391
Kalkaji,"Crossings Republik",3,1071.1
"Hauz Khas","Defence Colony",3,1818.5
Dwarka,"Preet Vihar",3,1566
"DLF Phase 1","Defence Colony",3,978
"Sector 45 Gurugram","Cyber City",3,1133
Bisrakh,Janakpuri,3,1705.5
"DLF Mall of India","DLF Phase 4",3,1771
"Hauz Khas",INA,3,2208.5
"Beta 1","Mayur Vihar",3,1633.8
Seelampur,"Wave City Center",3,2637
"Old Delhi Railway Station","Noida City Centre",3,1457.5
"Noida Sector 15","Nehru Place",3,1213.6
Akshardham,"Raj Nagar Extension",3,2445.4
Saket,Daryaganj,3,1919
"Karol Bagh","Noida Sector 62",3,1145
Indirapuram,"IFFCO Chowk",3,1473.7
"Laxmi Nagar",Pitampura,3,762
"Delta 1","Alpha 1",3,1017
AIIMS,"Sector 14 Gurugram",3,1908.9
"Noida Sector 137","Golf Course Road",3,1385.9
"Ghaziabad Railway Station",Janakpuri,3,1049.5
"Red Fort","DLF Phase 1",3,1519
Vasundhara,"IGI Airport T1",3,1577
Manesar,Pitampura,3,545.3
"Mohan Nagar","Crossings Republik",3,1826.5
"Nehru Place","Delta 1",3,1899.6
"Gamma 1","Defence Colony",3,1066.75
"Pragati Maidan","Karol Bagh",3,1776.9
"Anand Vihar ISBT",Bisrakh,3,2045.6
Janakpuri,"Connaught Place",3,1483.5
"Old Delhi Railway Station",Bisrakh,3,668.8
"Dilshad Garden","Green Park",3,-284
"South Extension",AIIMS,3,-31.5
"Logix Mall",Ecotech,3,1454.5
"Sarojini Nagar","Noida Sector 15",3,1128.5
Pitampura,Surajpur,3,2267.25
"Red Fort","Udyog Vihar",3,1407
"Greater Kailash","Beta 1",3,1239.5
"Noida Sector 137","Noida Sector 18",3,1679
"DLF Mall of India",Vasundhara,3,1529.55
"South Extension",Dwarka,3,1820.25
Bisrakh,"Vasant Kunj",3,1428.5
"Ambience Mall","Model Town",3,2010
"Rajouri Garden","Greater Noida West",3,1663.5
"DLF Mall of India","DLF Phase 2",3,1182
Shahdara,"Anand Vihar ISBT",3,1815.5
"Pari Chowk","Beta 1",3,1111.5
"Sohna Road","Logix Mall",3,1515.75
"Ambience Mall","Pari Chowk",3,1147
"Noida Sector 16","Airport T3",3,2214.1
Shahdara,"Noida Sector 15",3,1842.15
Akshardham,INA,3,460.6
"Noida Sector 18","Alpha 1",3,1992.5
"MG Road",Loni,3,2214
"Lajpat Nagar",Shahdara,3,1350.9
"Noida City Centre",Sahibabad,3,2497
"DLF Mall of India","Film City Noida",3,2055.5
"Noida Sector 76","Ambience Mall",3,1878.5
"South Extension","Green Park",3,2795.25
"Sector 56 Gurugram","Noida Sector 62",3,1828.75
Kalkaji,Daryaganj,3,1309.5
"Delta 1",Seelampur,3,1047.6
"DLF Phase 4","Ambience Mall",3,1637.4
"Alpha 1",Janakpuri,3,1776.5
"Pari Chowk","Pragati Maidan",3,2004
"Hauz Khas","Lajpat Nagar",3,1280.5
"Noida City Centre","Pragati Maidan",3,2371.25
"Sarojini Nagar","Pari Chowk",3,707.75
"Anand Vihar Railway Station","DLF Phase 3",3,1386.5
"Greater Noida West","Noida Sector 63",3,1574.75
"Sohna Road","Noida Sector 63",3,994.75
Daryaganj,Pitampura,3,1430
"Noida Sector 62","Airport T3",3,1389
Pitampura,"New Delhi Railway Station",3,1281.35
"RK Puram","IFFCO Chowk",3,1985.75
"Ambience Mall","RK Puram",3,1750.6
"Nehru Place","Noida Sector 18",3,761.8
"Greater Kailash","Noida Sector 15",3,1166
"Nehru Place","RK Puram",3,1219.5
"DLF Mall of India","Cyber Hub",3,1849.75
"Vasant Kunj",Daryaganj,3,1149.25
Janakpuri,Saket,3,996.3
"Delta 1",Ecotech,3,1790.6
"Rajouri Garden","Mohan Nagar",3,2165.55
"Red Fort",Loni,3,1600.9
"Greater Noida West","Noida City Centre",3,938.8
Mahipalpur,Saket,3,1330.6
"Sector 56 Gurugram",Akshardham,3,1498.25
"Noida Sector 76","Kashmere Gate",3,1114.75
"Pari Chowk","Anand Vihar ISBT",3,1212
AIIMS,"DLF Phase 4",3,1035.25
Kalkaji,"Sector 14 Gurugram",3,1174.5
"Jama Masjid","Sohna Road",3,1634.9
"Cyber City",Loni,3,1179.5
"Malviya Nagar",Indirapuram,3,901.4
"Noida Sector 16","Defence Colony",3,1704
"Sector 56 Gurugram",Janakpuri,3,1921.8
Ecotech,"Jama Masjid",3,2330.2
"Connaught Place","Ghaziabad Railway Station",3,1983.9
"Mayur Vihar","DLF Phase 1",3,2151.8
"Pragati Maidan","Noida Sector 76",3,999.75
"Connaught Place","Greater Kailash",3,1495.5
"Connaught Place","Logix Mall",3,1800
Surajpur,"Mohan Nagar",3,1010.0999999999999
"Jama Masjid",Janakpuri,3,1315.5
"Ambience Mall",Saket,3,1536.1999999999998
"Model Town","South Extension",3,1953
ITO,"Civil Lines",3,1437.5
"IFFCO Chowk",Bisrakh,3,2222.2
"Karol Bagh","Crossings Republik",3,1992
Aerocity,Bisrakh,3,1236.8
"Noida Sector 15","Karol Bagh",3,2134.5
"Noida Sector 15","DLF Mall of India",3,2327
"Alpha 1","DLF Phase 2",3,1820.5
"DLF Phase 4","Red Fort",3,1330
Kalkaji,Vaishali,3,1667.55
"Vasant Kunj",Mahipalpur,3,2062.55
"Cyber City","Huda City Centre",3,1536.3
"Noida Sector 16",Kalkaji,3,1692
"Noida Sector 37",Manesar,3,1419
Janakpuri,"Anand Vihar Railway Station",3,1540.9
"Vasant Kunj","Yamuna Bank",3,834
Manesar,Rohini,3,2109.75
"Ghaziabad Railway Station","Pari Chowk",3,1455.5
Loni,AIIMS,3,802.8
"Mohan Nagar","IGI Airport T1",3,1189.4
"Chandni Chowk","Film City Noida",3,1233.3
"Ambience Mall","Noida Sector 15",3,1658.5
"New Delhi Railway Station",Aerocity,3,1635.15
Pitampura,"Pragati Maidan",3,925.5
Loni,"Raj Nagar Extension",3,2323.5
Vaishali,"Sector 29 Gurugram",3,1535.4
"Cyber City",INA,3,1275.6
"Noida Sector 76","Film City Noida",3,1644.25
"DLF Phase 4","Noida Sector 62",3,1569.75
"Delta 1","Cyber Hub",3,1035.5
"Noida Sector 78","South Extension",3,1383.7
"Noida Sector 137","Gamma 1",3,2501.4
"Udyog Vihar",Aerocity,3,956.3
Bisrakh,"Film City Noida",3,1511.7
"Knowledge Park","Airport T3",3,2181.5
Manesar,Surajpur,3,1707.7
"Sector 14 Gurugram",Ecotech,3,1797.25
"Preet Vihar",Surajpur,3,1947.15
"Hauz Khas","Kashmere Gate",3,1708.2
Seelampur,"Greater Kailash",3,1317.5
"Anand Vihar Railway Station","Huda City Centre",3,1353.8
"Greater Kailash","Sector 45 Gurugram",3,1833.3
Manesar,Akshardham,3,1066.5
"Sohna Road","Model Town",3,1699
"Noida Sector 137","Sector 14 Gurugram",3,1952.5
"New Delhi Railway Station","Jama Masjid",3,1832
Sahibabad,"Wave City Center",3,1744.5
Ecotech,"Rajouri Garden",3,845.5
"Red Fort","Lajpat Nagar",3,1265
"Lajpat Nagar","Noida Sector 63",3,2302
"Laxmi Nagar","Noida Sector 18",3,1731.2
"Delta 1","Gamma 1",3,1467.5
"Sarojini Nagar","Anand Vihar ISBT",3,1147
ITO,"Noida Sector 18",3,1741.2
Mahipalpur,"Beta 1",3,1536.8
"Sector 56 Gurugram","Rajouri Garden",3,1233
"Beta 1",Dwarka,3,1956.75
"Cyber City","Noida Sector 63",3,2096.25
"Noida Sector 63","Knowledge Park",3,1189.8
"Noida Sector 37","DLF Phase 4",3,1593.75
"Sector 56 Gurugram","Ambience Mall",3,1752.2
"Noida Sector 78",Shahdara,3,2270.75
"Alpha 1","Film City Noida",3,1639.6
"Malviya Nagar","MG Road",3,1172.5
"Mandi House",Loni,3,1031.5
Dwarka,Pitampura,3,2227.5
Indirapuram,"Noida Sector 15",3,1545.8
"Karol Bagh","DLF Phase 2",3,2341
"Noida Sector 76",Janakpuri,3,1108
Akshardham,Daryaganj,3,720
"Udyog Vihar",Bisrakh,3,2030
"Laxmi Nagar","Nehru Place",3,1206
"IFFCO Chowk",Daryaganj,3,1658.85
Rohini,"Rajouri Garden",3,4454.5
"Cyber Hub","Logix Mall",3,1767.6
AIIMS,INA,3,1095
"Connaught Place","Sector 29 Gurugram",3,1444.5
"Alpha 1","Rajouri Garden",3,1802
"Noida City Centre","Kashmere Gate",3,2406.8
"Sohna Road","Noida Sector 137",3,2219.4
